"","pathway","description","CV1","CV2","CV3","CV4","CV5","GF1","GF2","GF3","GF4","GF5","GF6"
"254","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation",845.184884869586,341.440388335805,367.448296174286,866.618206463333,283.013655548344,28.2843377963,31.7619026988534,89.2754209441024,11.70745606498,13.9790639073361,37.2200627357074
"255","PWY-7198","pyrimidine deoxyribonucleotides de novo biosynthesis IV",20.3076362761871,29.2268413775458,48.0453507162829,6.94116218412533,28.1878485111527,0,0,0,0,0,0
"256","PWY-7199","pyrimidine deoxyribonucleosides salvage",963.415251833863,603.716251738069,709.720398153524,1130.22771041729,541.340278769634,252.203660488899,248.798457458279,261.909829258998,241.252766574275,241.491112001113,251.050017510529
"257","PWY-7200","superpathway of pyrimidine deoxyribonucleoside salvage",520.328899356122,326.989757532215,302.359298040563,679.226050221935,227.932904807526,45.630579558848,50.7240080681802,124.02451026028,19.7644663927336,23.4428946046988,58.6016693783044
"258","PWY-7208","superpathway of pyrimidine nucleobases salvage",1321.21695031545,1188.44718401186,1154.35326027063,1482.7756523772,1263.0365546486,336.08980052373,331.081168796645,372.885310703272,322.329590920236,322.240351534237,333.597984659361
"259","PWY-7210","pyrimidine deoxyribonucleotides biosynthesis from CTP",28.2401268002463,39.3121449474689,61.0976503320313,9.85054015426348,36.7186476516625,0,0,0,0,0,0
"261","PWY-7219","adenosine ribonucleotides de novo biosynthesis",1341.18684077011,1196.13469709785,1161.62480638187,1510.39749217466,1270.96075216761,291.522141944626,286.972200460893,331.702484032726,277.974379145014,278.143066015007,289.869421439251
"263","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II",1175.19555230169,948.794044792188,784.206977357802,1551.80074054714,719.871980400903,309.040005046764,298.271658192743,329.808481935049,293.945561341387,294.758709361748,305.935841267276
"264","PWY-7221","guanosine ribonucleotides de novo biosynthesis",1265.93643903865,1095.75530537667,970.152782121587,1409.04978799287,1146.18704262335,257.013279591443,254.291726595523,293.161544200778,243.98243365957,244.112455981122,256.281459607202
"265","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II",1175.19555230169,948.794044792188,784.206977357802,1551.80074054714,719.871980400903,309.040005046764,298.271658192743,329.808481935049,293.945561341387,294.758709361748,305.935841267276
"266","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I",1012.92629049277,527.628272480819,526.93124545098,1101.44913942493,446.008551605391,40.8148626310293,45.6422530917528,121.651801206936,17.256473765996,20.5376352400535,53.1291697798099
"267","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I",1301.60008350484,1144.84953947647,1056.57172515908,1551.297232701,1091.44283372019,305.977363855037,299.874313050369,342.615690323521,292.092204899991,292.323828775932,304.213270745929
"269","PWY-7237","myo-, chiro- and scillo-inositol degradation",667,319,358.5,706.25,451.5,15,16.5,50,5.5,7.9,23.05
"270","PWY-7242","D-fructuronate degradation",1202.1532600206,967.801863231886,1007.46709307741,1381.96485329386,1032.83851626358,257.63028007704,254.017912217947,256.412506660985,245.007535939476,244.671489808579,256.128368010329
"272","PWY-7315","dTDP-N-acetylthomosamine biosynthesis",60.2239904114618,90.9878612767163,344.061578311082,54.4312990669936,140.174381352914,0.998240449235179,0,9.84670703525069,0,0,3.9720988456331
"273","PWY-7323","superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",887.448261030977,456.044509159777,472.733326710065,960.075900882335,343.693536874386,25.1463885067024,28.8881076600841,57.3623281182464,9.66120534098506,12.3309302381615,29.2835725591124
"274","PWY-7328","superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis",233.890538450408,192.231175253832,153.824427584696,414.092421416053,107.711418702188,27.8286332091948,28.965699430993,58.0237646520963,10.2862601222838,13.5567108237869,32.390604958749
"275","PWY-7332","superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis",115.9986081149,111.949588531482,72.490658033926,94.178263854569,58.2367127778184,0,0,0,0,0,0
"276","PWY-7371","1,4-dihydroxy-6-naphthoate biosynthesis II",23.5,40,19,24.5,7,0,1,0,0,0,0.5
"277","PWY-7374","1,4-dihydroxy-6-naphthoate biosynthesis I",20.6658291457286,29.3706293706294,17.6744186046512,15.0161290322581,5.38461538461538,0,0,0,0,0,0.5
"280","PWY-7400","L-arginine biosynthesis IV (archaebacteria)",715.705955121925,880.833979049439,851.751062053781,883.786999067137,985.118416183193,291.050706658886,287.627682338276,343.169490689648,280.63954263987,281.015736220676,291.404415815204
"283","PWY-7456","mannan degradation",756.379407269289,345.459317892653,329.5528850653,840.439306593297,258.196291117296,21.8399694919232,25.8250641941196,31.8239867820002,8.59733155756272,10.7625851692737,25.2209898225881
"285","PWY-7539","6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)",960.372938804491,653.526930215641,608.175127874405,948.029249142179,706.56969745147,58.7201436215892,67.9640457751348,132.934514228693,23.7556769599112,31.2827766692302,66.4300863596311
"286","PWY-7560","methylerythritol phosphate pathway II",1163.19407511691,1071.19265636789,1063.50642929543,1321.65757465752,1162.85300154701,30.6509272899949,26.613151947712,74.4476735490068,14.2949017936273,14.7407408852568,29.42504653877
"288","PWY-7663","gondoate biosynthesis (anaerobic)",1486.69512609827,1284.80052994643,1226.28929853563,1671.81912786567,1329.7514071344,556.788437585017,553.386080164204,635.912922121781,542.864053347752,543.666285012922,557.56975434918
"290","PWY-841","superpathway of purine nucleotides de novo biosynthesis I",1152.83537128771,703.470213422163,702.684869446179,1266.67556309956,629.192102348911,67.0422951538481,73.9451044877469,170.662991505736,30.073548495157,35.4660566795103,84.5602302744044
"291","PWY-922","mevalonate pathway I",50.6933175155388,13.8527633170321,20.7045827220161,43.0764575491344,6.59544135974907,246.832782865702,247.107780006464,246.426496814918,248.930769230769,248.83241041372,246.668418719798
"292","PWY0-1061","superpathway of L-alanine biosynthesis",29.3189715807732,32.4178491003255,52.2478386033326,11.9374996779381,35.1460995340208,273.568319553861,272.194186658996,311.027303452707,267.553915955608,268.008577219429,275.423187286573
"295","PWY0-1296","purine ribonucleosides degradation",608.224161365638,1025.96611388489,1007.98401465111,839.055941265026,1463.92279237189,247.425742574257,245.400086082538,256.870243899957,241.762429814919,241.354905332349,245.089143164921
"296","PWY0-1297","superpathway of purine deoxyribonucleosides degradation",499.546888553753,791.692686769977,635.062593146254,718.548187734987,1030.42653675304,246.218107776402,241.848692737717,254.387565511912,241.424456183443,240.199099069676,243.995741826516
"297","PWY0-1298","superpathway of pyrimidine deoxyribonucleosides degradation",506.929589871651,795.344067642861,608.986243293497,722.288038167147,861.018986701586,271.63412406153,264.354267914766,272.597528276285,266.982953721664,265.059017170635,268.650524219871
"298","PWY0-1319","CDP-diacylglycerol biosynthesis II",1157.41934738354,1220.45444011643,1161.12284339846,1314.59337360001,1319.50574632507,289.193017330715,283.828804878406,350.917257321344,277.438575699505,276.754894331744,286.296003904928
"303","PWY0-1586","peptidoglycan maturation (meso-diaminopimelate containing)",1082.85815299591,917.72182646738,783.241131797253,1190.52160881235,1246.77725656288,324.019240452654,315.509923659907,352.811025898978,317.516551203786,316.444403085825,320.505197917928
"304","PWY0-162","superpathway of pyrimidine ribonucleotides de novo biosynthesis",1160.16988407863,695.786646844917,714.654295353979,1260.74288633314,627.817212799244,57.3836076057749,63.5703727727539,155.654806574142,25.1414109172359,29.7568881778915,73.2077183205016
"305","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)",463.262060385574,350.455731532386,280.347482316562,638.167826680217,228.596520980954,61.0619167981736,67.3852719202429,154.048192572126,27.4155391813118,32.3541696608657,77.1056600996816
"310","PWY0-845","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",856.264020620404,396.347379662706,427.685536648904,925.923832084042,363.045703740707,29.6912277414818,33.0225351471689,82.9125523695835,11.0814680690178,14.8409937536631,36.8010051871017
"313","PWY490-3","nitrate reduction VI (assimilatory)",111.328591041812,197.67000095103,189.761953541311,116.783376820707,411.141678035631,0.494720602069614,2.73620977479133,23.0930190262072,0.749277178103315,1.24302874802083,2.98970769864142
"314","PWY4FS-7","phosphatidylglycerol biosynthesis I (plastidic)",1058.44448370359,1088.57360816364,1060.56675786799,1278.54377223867,1203.49503123775,275.899420521641,270.787846552672,321.667243770672,264.3866130601,264.042096473445,273.716249490155
"315","PWY4FS-8","phosphatidylglycerol biosynthesis II (non-plastidic)",1058.44448370359,1088.57360816364,1060.56675786799,1278.54377223867,1203.49503123775,275.899420521641,270.787846552672,321.667243770672,264.3866130601,264.042096473445,273.716249490155
"317","PYRIDNUCSAL-PWY","NAD salvage pathway I",1045.05703579183,938.81947599054,953.824589016615,1202.98369225082,1034.21322198792,36.7107129621296,30.7424372689721,54.830838376292,15.8106292124812,16.3947110913008,30.9091591409449
"318","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)",1013.66049007603,887.001535005062,777.923048034989,1139.20970590557,959.826918327072,36.0058292344735,31.8091573291118,86.5917354151512,15.6460080372954,17.2628419780136,36.1265146170953
"319","PYRIDOXSYN-PWY","pyridoxal 5'-phosphate biosynthesis I",778.732372007518,311.249627137323,332.939900836806,811.355518014711,262.17870253254,19.0815406596275,21.8464085247747,56.5520859702976,7.15616387172554,9.36430250473815,24.0786055405589
"321","RHAMCAT-PWY","L-rhamnose degradation I",954.644607254235,407.876343785107,413.128838177929,1005.40879780217,361.275543667831,21.733676865019,20.4946445959104,19.8914576125029,9.22586359610275,10.7080858839653,25.1754784301005
"322","RIBOSYN2-PWY","flavin biosynthesis I (bacteria and plants)",958.11579232775,687.087333857685,642.050246361051,1013.49441345565,704.127880972943,248.446,249.34234905068,286.643892359444,240.946022374145,241.122970970277,251.670587891926
"323","RUMP-PWY","formaldehyde oxidation I",74.9304712767091,372.697904348817,340.520290427712,99.0293328455344,336.647959358425,8.81321416908636,4.45254539124521,14.5331573334939,1.49453964365751,4.45136812301421,2.9791302240088
"324","SALVADEHYPOX-PWY","adenosine nucleotides degradation II",182.766696114105,486.228600438963,414.903349137365,288.389310276626,682.138856454944,7.38694036296514,12.1868522776966,164.310078490692,16.8845447759196,11.706712958709,31.7830820462695
"328","TCA","TCA cycle I (prokaryotic)",1275.68217037766,781.985351020576,783.010256548969,1361.03573685561,708.638065655591,43.3154678323552,44.4035169771989,111.537298231075,17.7694938368851,21.7981029537759,51.5986638243245
"331","THISYN-PWY","superpathway of thiamin diphosphate biosynthesis I",1036.59539123712,568.696544560036,521.834358907021,1066.66087562087,410.224623210867,28.6247835361735,34.8203993889487,86.5418570367501,12.7436077126728,14.3083145506445,36.1309884500162
"332","THRESYN-PWY","superpathway of L-threonine biosynthesis",1337.83019332843,1138.42874036514,1088.6410688906,1479.74214929508,1172.38612746613,250.533490006075,248.264986365447,282.102819811415,240.959099001541,241.724039840787,251.826075079039
"334","TRPSYN-PWY","L-tryptophan biosynthesis",1047.29312078123,752.234954164279,879.548683594224,1179.57648197619,885.242592181326,277.403414195867,275.331654514459,315.705467683622,266.771490486013,269.013790050357,280.25263038197
"337","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I",300.860313280631,305.882556776966,455.507468160396,435.445718842459,272.681012777937,240.828612424621,239.048236549711,271.89899701697,237.061165019797,237.033155162959,240.971004955157
"338","VALSYN-PWY","L-valine biosynthesis",1324.85192351363,1300.44466715082,1246.70815722534,1513.45279524703,1442.24448030317,305.089373171939,299.428422187548,365.718263555873,292.118421796156,291.810609838394,303.188129033256
