"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Description"
"EC:2.1.2.11",119.967224371453,-2.27343390697307,0.533390384821583,-4.2622326379834,2.02394579042575e-05,5.57049300117178e-05,"3-methyl-2-oxobutanoate hydroxymethyltransferase"
"EC:2.1.2.5",96.9965719396167,-2.98043122913477,0.431378120054036,-6.90909225707003,4.8776468605663e-12,2.36015170672563e-11,"Glutamate formimidoyltransferase"
"EC:2.1.3.11",102.445132762223,-2.81272534013673,0.415006254253751,-6.77754928102101,1.22231465571667e-11,5.82054597960321e-11,"N-succinylornithine carbamoyltransferase"
"EC:2.1.3.3",628.570717345008,1.76076405561411,0.208758681992381,8.43444707932376,3.32772296106133e-17,2.11507815321695e-16,"Ornithine carbamoyltransferase"
"EC:2.1.3.6",267.611351922795,3.28475234324579,0.560121842359094,5.86435324394998,4.50886678448612e-09,1.80354671379445e-08,"Putrescine carbamoyltransferase"
"EC:2.10.1.1",42.4296411048477,-2.722161054757,0.864313798626249,-3.14950549104231,0.00163547035070715,0.0037569148990153,"Molybdopterin molybdotransferase"
"EC:2.2.1.1",798.489896104258,-1.03830642242974,0.166780926178886,-6.22557055065205,4.79806679522661e-10,2.03307915051975e-09,"Transketolase"
"EC:2.2.1.2",201.947877865425,-3.03942498655539,0.349733654121011,-8.69068489903955,3.60260966440948e-18,2.40173977627299e-17,"Transaldolase"
"EC:2.2.1.7",817.43950611905,0.61425422945585,0.107264362371878,5.72654529307948,1.02496406460603e-08,3.92205636966593e-08,"1-deoxy-D-xylulose-5-phosphate synthase"
"EC:2.2.1.9",591.884998133358,2.2883144103536,0.255105796073674,8.97006044383541,2.96351764458569e-19,2.07723199386847e-18,"synthase"
"EC:2.3.1.1",383.80516773198,0.793063696724952,0.21832836678112,3.63243543849718,0.000280758833795007,0.000703068865930736,"Amino-acid N-acetyltransferase"
"EC:2.3.1.117",262.733042303785,4.42321691318899,0.454016519451788,9.74241403931712,1.98775208277734e-22,1.57758101807725e-21,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
"EC:2.3.1.118",248.828799146718,10.3409449310923,0.735363770587794,14.0623530077182,6.46987017761561e-45,1.01091721525244e-43,"N-hydroxyarylamine O-acetyltransferase"
"EC:2.3.1.12",262.85214234477,4.70267705937531,0.262630205280962,17.9060784510464,1.05727235202332e-71,3.86806958057313e-70,"Dihydrolipoyllysine-residue acetyltransferase"
"EC:2.3.1.128",1240.72272594859,1.89487660999643,0.118543173750824,15.9846961241263,1.63361594003174e-57,3.82878735944938e-56,"Ribosomal-protein-alanine N-acetyltransferase"
"EC:2.3.1.129",210.004158009577,-2.66529139144854,0.40193233700668,-6.63119422362935,3.32981741813815e-11,1.55115718236249e-10,"Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase"
"EC:2.3.1.15",794.181186479139,0.636595097117592,0.179810450966945,3.54036761319628,0.000399570043518006,0.000968263433403893,"Glycerol-3-phosphate 1-O-acyltransferase"
"EC:2.3.1.157",276.88807666809,3.07921719057424,0.230624678174348,13.3516378860653,1.15872836742317e-40,1.70401230503407e-39,"Glucosamine-1-phosphate N-acetyltransferase"
"EC:2.3.1.16",8.29026468739002,4.8045979183925,1.69429953965015,2.83574291673631,0.00457192317535009,0.00987313335558031,"Acetyl-CoA C-acyltransferase"
"EC:2.3.1.18",112.986102787321,-4.38334145264479,0.448902035679397,-9.76458359341312,1.59766971762156e-22,1.28844332066255e-21,"Galactoside O-acetyltransferase"
"EC:2.3.1.181",101.514572917309,-2.29589039186013,0.530010802981595,-4.33178036927647,1.47908446637218e-05,4.10097356665114e-05,"Lipoyl(octanoyl) transferase"
"EC:2.3.1.182",101.052009934131,-2.97844514715202,0.41068613826218,-7.25236347093508,4.09561013014289e-13,2.19407685543369e-12,"(R)-citramalate synthase"
"EC:2.3.1.183",319.586171069705,1.77456342595734,0.155603428380165,11.4043979906522,3.97517723849374e-30,4.28975960988534e-29,"Phosphinothricin acetyltransferase"
"EC:2.3.1.19",108.961686082753,-2.86691766336158,0.410224233763999,-6.98865992644138,2.77524204462241e-12,1.36936285096501e-11,"Phosphate butyryltransferase"
"EC:2.3.1.191",116.310184557467,-2.23337980147766,0.541690683734754,-4.12297990077907,3.74002343999537e-05,0.000100358410733328,"UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase"
"EC:2.3.1.201",10.2353045349398,-3.6811878065057,0.988160188089333,-3.72529459380821,0.000195087255123896,0.00049514531757334,"UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase"
"EC:2.3.1.203",6.45379764281559,-4.25078236472957,1.48111420387579,-2.86998960215633,0.00410485296997033,0.00897562602763192,"UDP-N-acetylbacillosamine N-acetyltransferase"
"EC:2.3.1.241",114.514708172438,-2.191137780961,0.53888908040449,-4.06602742686181,4.78213103565325e-05,0.00012651140305961,"Kdo(2)-lipid IV(A) lauroyltransferase"
"EC:2.3.1.28",251.547465998679,-3.11673752184236,0.266565442378905,-11.6922039632284,1.39713229802962e-31,1.56395406495853e-30,"Chloramphenicol O-acetyltransferase"
"EC:2.3.1.29",241.806049778776,-2.9566096400496,0.303211887793584,-9.75096874190617,1.82716250352785e-22,1.45784242302754e-21,"Glycine C-acetyltransferase"
"EC:2.3.1.35",377.281034159777,0.814173528642396,0.224015243214002,3.63445592791477,0.000278567868975933,0.000698748835223913,"Glutamate N-acetyltransferase"
"EC:2.3.1.47",206.499779031398,-2.70310299600031,0.392801281027357,-6.88160432911636,5.91822064148762e-12,2.85444725473679e-11,"8-amino-7-oxononanoate synthase"
"EC:2.3.1.51",601.558733001121,-0.415646895952632,0.123469941316016,-3.36638125459866,0.000761613648528849,0.00181624876437722,"1-acylglycerol-3-phosphate O-acyltransferase"
"EC:2.3.1.54",599.833634172323,-0.540837592111087,0.123258922684624,-4.38781696555065,1.14494064711445e-05,3.22215941964666e-05,"Formate C-acetyltransferase"
"EC:2.3.1.57",381.787487494108,0.88147089697652,0.210444216620327,4.18862020127086,2.80655645229129e-05,7.61272093749899e-05,"Diamine N-acetyltransferase"
"EC:2.3.1.61",101.383170291645,-2.15874460363775,0.562998303210656,-3.83437142052987,0.000125885801467675,0.000323891427446848,"Dihydrolipoyllysine-residue succinyltransferase"
"EC:2.3.1.79",1387.16755732296,1.21337612223305,0.0791185047559146,15.3361862180837,4.38194248965255e-53,8.32014396769472e-52,"Maltose O-acetyltransferase"
"EC:2.3.1.8",562.377195438423,-0.329897657613442,0.116010163792737,-2.84369616271585,0.00445935498702014,0.00965228352168861,"Phosphate acetyltransferase"
"EC:2.3.1.81",21.7977798244904,-4.17851453757496,1.12446765687897,-3.71599352992748,0.000202406761507627,0.00051112818562532,"Aminoglycoside N(3')-acetyltransferase"
"EC:2.3.1.89",12.0864248405562,-4.24353003818088,1.11711868132543,-3.79863850557585,0.00014549311583311,0.000373059271366949,"Tetrahydrodipicolinate N-acetyltransferase"
"EC:2.3.1.9",565.000580826978,3.28384401061249,0.179358226426537,18.3088563933671,7.03314002857164e-75,3.01420286938785e-73,"Acetyl-CoA C-acetyltransferase"
"EC:2.3.2.10",245.308457278984,10.7321967244519,0.846623813252845,12.6764645128718,7.98531828989365e-37,1.00655272561685e-35,"UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase"
"EC:2.3.3.10",249.806885329187,5.4559885114899,0.352440760441594,15.4805831897927,4.69200061017568e-54,9.02307809649168e-53,"Hydroxymethylglutaryl-CoA synthase"
"EC:2.3.3.9",6.54523342141759,5.50669449523149,1.93550181318656,2.84509911471766,0.00443976058069955,0.00962375848417533,"Malate synthase"
"EC:2.4.1.1",703.771636427105,-0.769744883122966,0.0822951533392691,-9.35346556740254,8.48219245389508e-21,6.2676298920407e-20,"Glycogen phosphorylase"
"EC:2.4.1.129",346.341449142282,1.18975648136499,0.265563755598853,4.4801161916168,7.46024164114643e-06,2.12744533492769e-05,"Peptidoglycan glycosyltransferase"
"EC:2.4.1.144",14.6406993358155,-4.34284211535188,1.32517590942884,-3.27718160619422,0.00104848907891104,0.00244213294777415,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
"EC:2.4.1.166",245.039504016969,11.8541905923617,0.92530877388035,12.8110647245354,1.42170283124234e-37,1.83840883350303e-36,"Raffinose--raffinose alpha-galactosyltransferase"
"EC:2.4.1.182",110.606346886844,-2.45309825952162,0.48709592694133,-5.03617074962134,4.7493693617638e-07,1.53266216846884e-06,"Lipid-A-disaccharide synthase"
"EC:2.4.1.187",166.806860521253,-3.42361499987376,0.266955038199689,-12.824687718809,1.19266133279447e-37,1.65647407332565e-36,"mannosaminyltransferase"
"EC:2.4.1.20",15.4238774182678,-4.41941842292205,1.29877067064362,-3.40277042191904,0.000667063061068284,0.00159584464370403,"Cellobiose phosphorylase"
"EC:2.4.1.208",252.898942010786,4.82739824151935,0.554452541041577,8.70660315209441,3.13117005549275e-18,2.09676566216033e-17,"Diglucosyl diacylglycerol synthase (1,2-linking)"
"EC:2.4.1.211",105.778518380009,-4.47614892825419,0.51538190502045,-8.68511075893628,3.78373521905899e-18,2.51132868521614e-17,"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase"
"EC:2.4.1.216",245.039504016969,11.8541905923617,0.92530877388035,12.8110647245354,1.42170283124234e-37,1.83840883350303e-36,"Trehalose 6-phosphate phosphorylase"
"EC:2.4.1.230",10.6104204119895,-2.52768421818163,0.89269842467762,-2.83150966587003,0.0046328833282705,0.00997033714835832,"Kojibiose phosphorylase"
"EC:2.4.1.280",10.9210504354564,-3.12926439193369,1.07292287592578,-2.91657905908064,0.00353893022960673,0.0077608119070323,"N,N'-diacetylchitobiose phosphorylase"
"EC:2.4.1.281",92.2375065137118,-2.92056711647614,0.440482196569437,-6.63038628853129,3.34809513355452e-11,1.55484294127919e-10,"4-O-beta-D-mannosyl-D-glucose phosphorylase"
"EC:2.4.1.315",3.2694883254187,-3.74979339737859,1.32269990390245,-2.83495401059252,0.00458322829548708,0.00987764718854975,"Diglucosyl diacylglycerol synthase (1,6-linking)"
"EC:2.4.1.319",100.904215346651,-2.97601119844595,0.41079728750883,-7.24447626344654,4.34113427673471e-13,2.30911397698655e-12,"Beta-1,4-mannooligosaccharide phosphorylase"
"EC:2.4.1.320",100.904215346651,-2.97601119844595,0.41079728750883,-7.24447626344654,4.34113427673471e-13,2.30911397698655e-12,"1,4-beta-mannosyl-N-acetylglucosamine phosphorylase"
"EC:2.4.1.4",73.5419023974167,-4.55643612646137,0.749166638207072,-6.08200618405268,1.18687989558453e-09,4.89098858070548e-09,"Amylosucrase"
"EC:2.4.1.5",245.039504016969,11.8541905923617,0.92530877388035,12.8110647245354,1.42170283124234e-37,1.83840883350303e-36,"Dextransucrase"
"EC:2.4.1.7",24.6407981469658,-4.47987313640223,0.702575605691554,-6.37635736298108,1.81349489905588e-10,7.86197210573358e-10,"Sucrose phosphorylase"
"EC:2.4.1.8",251.920291576905,5.29715196743839,0.369667395717124,14.3295081708852,1.43130643519293e-46,2.30855876644021e-45,"Maltose phosphorylase"
"EC:2.4.1.83",160.418727452923,-2.93277548269151,0.41386067096758,-7.08638362721171,1.37661871969877e-12,6.95261979645846e-12,"Dolichyl-phosphate beta-D-mannosyltransferase"
"EC:2.4.2.14",702.21661038718,-0.764448540356238,0.0667384172130099,-11.4544002132436,2.23505010409515e-30,2.44713515046915e-29,"Amidophosphoribosyltransferase"
"EC:2.4.2.18",447.831772642468,0.351329634696455,0.092521166164782,3.79728930427368,0.000146287024242614,0.00037445484021147,"Anthranilate phosphoribosyltransferase"
"EC:2.4.2.19",198.913025059547,-3.08602920091033,0.360034729781376,-8.5714764316883,1.02166628438115e-17,6.66304098509448e-17,"Nicotinate-nucleotide diphosphorylase (carboxylating)"
"EC:2.4.2.2",295.991625567732,2.12589296273762,0.19172013190457,11.088522324801,1.42624210095767e-28,1.44551564286251e-27,"Pyrimidine-nucleoside phosphorylase"
"EC:2.4.2.21",116.992654959557,-3.59430556447716,0.673104961902056,-5.33988867697602,9.30036728531687e-08,3.25187667318772e-07,"Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"
"EC:2.4.2.6",253.671752104654,4.55245494187639,0.4032415140602,11.2896484690729,1.47625907942247e-29,1.55942860502374e-28,"Nucleoside deoxyribosyltransferase"
"EC:2.4.2.8",730.278927265329,1.0015231925686,0.0706870206509268,14.1684171060825,1.43703209725217e-45,2.26899804829289e-44,"Hypoxanthine phosphoribosyltransferase"
"EC:2.4.2.9",745.050107716681,0.96441708245487,0.0643949878469492,14.9765861397016,1.04445928454953e-50,1.91059625222476e-49,"Uracil phosphoribosyltransferase"
"EC:2.4.99.12",110.57224771786,-2.45255392173112,0.487034973806394,-5.03568337723946,4.76147047004321e-07,1.53266216846884e-06,"Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase"
"EC:2.4.99.13",110.57224771786,-2.45255392173112,0.487034973806394,-5.03568337723946,4.76147047004321e-07,1.53266216846884e-06,"(Kdo)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase"
"EC:2.4.99.14",110.57224771786,-2.45255392173112,0.487034973806394,-5.03568337723946,4.76147047004321e-07,1.53266216846884e-06,"(Kdo)(2)-lipid IV(A) (2-8) 3-deoxy-D-manno-octulosonic acid transferase"
"EC:2.4.99.15",110.57224771786,-2.45255392173112,0.487034973806394,-5.03568337723946,4.76147047004321e-07,1.53266216846884e-06,"(Kdo)(3)-lipid IV(A) (2-4) 3-deoxy-D-manno-octulosonic acid transferase"
"EC:2.4.99.17",587.195926800142,-0.349001467061672,0.113472677268459,-3.07564318973447,0.0021004904369298,0.004737948353977,"S-adenosylmethionine:tRNA ribosyltransferase-isomerase"
"EC:2.5.1.105",196.323311965879,-3.5641615330848,0.219068635004674,-16.2696112704986,1.62184085387137e-59,4.12332420475773e-58,"5'-phosphate synthase"
"EC:2.5.1.120",4.80166936707538,-4.33058975077374,1.31625914928852,-3.29007380736123,0.0010016110649651,0.00235119968301666,"Aminodeoxyfutalosine synthase"
"EC:2.5.1.15",423.587719479058,0.551865091372268,0.0961595892216264,5.7390541685899,9.52067669614978e-09,3.65243351514697e-08,"Dihydropteroate synthase"
"EC:2.5.1.16",54.2710584596099,-3.59356925682226,0.43311029692586,-8.29712265519609,1.06663239128035e-16,6.63879081709762e-16,"Spermidine synthase"
"EC:2.5.1.17",263.482991359936,-3.08431097347525,0.368266264674988,-8.37521996807745,5.51208197859188e-17,3.45946567694051e-16,"Cob(I)yrinic acid a,c-diamide adenosyltransferase"
"EC:2.5.1.30",869.571492032431,2.28567064869271,0.189779781930094,12.0438048007382,2.09084903066464e-33,2.41251811230535e-32,"Heptaprenyl diphosphate synthase"
"EC:2.5.1.47",908.9604526903,0.329640913327897,0.0704663926288386,4.67798763396596,2.89704012892967e-06,8.537446352445e-06,"Cysteine synthase"
"EC:2.5.1.48",252.58736898986,5.9651392345332,0.257964432943572,23.1238824921187,2.663261271472e-118,3.32907658934e-116,"Cystathionine gamma-synthase"
"EC:2.5.1.49",692.737465649324,-0.706193764035335,0.0712112981026998,-9.91687811977354,3.5158096634051e-23,2.94620921514394e-22,"O-acetylhomoserine aminocarboxypropyltransferase"
"EC:2.5.1.54",738.073690397501,0.926530714708291,0.211903487567407,4.37241843135573,1.22877732274488e-05,3.43874250768157e-05,"3-deoxy-7-phosphoheptulonate synthase"
"EC:2.5.1.55",110.57224771786,-2.45255392173112,0.487034973806394,-5.03568337723946,4.76147047004321e-07,1.53266216846884e-06,"3-deoxy-8-phosphooctulonate synthase"
"EC:2.5.1.61",90.8971706961655,-3.1718919451969,0.713416468723351,-4.44605932755233,8.7459803877192e-06,2.47527746822242e-05,"Hydroxymethylbilane synthase"
"EC:2.5.1.7",775.839927472354,0.753538996967343,0.0770777492337117,9.77634926368304,1.42249140938427e-22,1.15963973591109e-21,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"EC:2.5.1.72",197.23010691799,-3.09294592552869,0.353028972805443,-8.76116739357036,1.93238595351717e-18,1.31157417659537e-17,"Quinolinate synthase"
"EC:2.5.1.74",359.256591837479,1.1464744062658,0.277297647678401,4.13445413570705,3.55799296671766e-05,9.58166867159155e-05,"1,4-dihydroxy-2-naphthoate polyprenyltransferase"
"EC:2.5.1.75",585.562504331238,-0.338366667713869,0.113471729434357,-2.98194686377466,0.00286421706347565,0.00635551123552289,"tRNA dimethylallyltransferase"
"EC:2.5.1.78",409.152657337371,0.738660852663621,0.134537264773434,5.49038107700164,4.01067461110823e-08,1.44615671073614e-07,"6,7-dimethyl-8-ribityllumazine synthase"
"EC:2.5.1.9",404.241774458123,0.723152723354672,0.135957348274385,5.31896754778733,1.04357745548675e-07,3.60683452357172e-07,"Riboflavin synthase"
"EC:2.5.1.90",110.57224771786,-2.45255392173112,0.487034973806394,-5.03568337723946,4.76147047004321e-07,1.53266216846884e-06,"All-trans-octaprenyl-diphosphate synthase"
"EC:2.5.1.97",17.9913793081784,-4.34331002709161,1.09699151705823,-3.95929226393559,7.51721987819081e-05,0.000197129891910598,"Pseudaminic acid synthase"
"EC:2.6.1.1",335.195834313555,-2.94526812090853,0.373127446494925,-7.89346414630098,2.93912029986306e-15,1.72214080070101e-14,"Aspartate transaminase"
"EC:2.6.1.102",14.0644056967663,-5.91870556424837,1.91226036475268,-3.09513582634646,0.00196722786895222,0.00446420847719868,"GDP-perosamine synthase"
"EC:2.6.1.17",136.918014909767,-3.14133245468773,0.669800168442735,-4.6899547099118,2.73265526852376e-06,8.08477890095787e-06,"Succinyldiaminopimelate transaminase"
"EC:2.6.1.2",251.521218784116,6.59091675028554,0.276557112223536,23.8320276679712,1.55548987005818e-125,3.33319257869611e-123,"Alanine transaminase"
"EC:2.6.1.37",28.9176261843857,-3.33016043363283,1.02196960654525,-3.25857091277926,0.00111974887580861,0.00260406715304329,"2-aminoethylphosphonate--pyruvate transaminase"
"EC:2.6.1.59",17.0815842857213,-4.02141027426803,1.13290503153375,-3.5496446412845,0.000385751486085978,0.00093780750264014,"dTDP-4-amino-4,6-dideoxygalactose transaminase"
"EC:2.6.1.62",115.651047087459,-2.54824024769115,0.449739805599416,-5.66603226124234,1.46142021028121e-08,5.50786511412517e-08,"Adenosylmethionine--8-amino-7-oxononanoate transaminase"
"EC:2.6.1.66",251.957521874857,6.54349442505431,0.263445479552189,24.8381351472688,3.47400432493913e-136,1.04220129748174e-133,"Valine--pyruvate transaminase"
"EC:2.6.1.83",240.712211329965,-3.71276918764111,0.212278265537688,-17.4901051609636,1.70442479741613e-68,5.81053908210045e-67,"LL-diaminopimelate aminotransferase"
"EC:2.6.1.85",595.451384744105,2.29088460306772,0.260266377186161,8.80207665636779,1.3430738966116e-18,9.15732202235182e-18,"Aminodeoxychorismate synthase"
"EC:2.6.99.2",110.279896971004,-2.44791985532864,0.487475281539646,-5.02162868155511,5.12351601165001e-07,1.64566895449144e-06,"Pyridoxine 5'-phosphate synthase"
"EC:2.7.1.1",91.2034667358761,-2.90172744835619,0.441865951986652,-6.56698583656394,5.13439283245494e-11,2.31975579779591e-10,"Hexokinase"
"EC:2.7.1.107",331.191466327195,1.52419680377864,0.194161245869597,7.85015978318519,4.1550755461252e-15,2.40641440895282e-14,"Diacylglycerol kinase (ATP)"
"EC:2.7.1.11",996.214702743264,-1.40184005455146,0.0704727166472792,-19.8919542376629,4.77764780158351e-88,2.86658868095011e-86,"6-phosphofructokinase"
"EC:2.7.1.12",250.11626708641,8.54090074841934,0.410722293283168,20.7948311744815,4.82047278973092e-96,3.14378660199843e-94,"Gluconokinase"
"EC:2.7.1.130",110.864598464716,-2.45717341026548,0.486605742001809,-5.04961860942516,4.42693003726383e-07,1.45622698594205e-06,"Tetraacyldisaccharide 4'-kinase"
"EC:2.7.1.14",21.6169367090755,-4.38428941206402,1.21144283930091,-3.619064201654,0.00029567028453333,0.00072944971513157,"Sedoheptulokinase"
"EC:2.7.1.144",22.1152025442906,-4.01182478859123,1.21410302057697,-3.3043528601755,0.000951959320304254,0.00224518707618928,"Tagatose-6-phosphate kinase"
"EC:2.7.1.148",239.748400204999,-3.34286295346311,0.303103608462942,-11.0287797971624,2.77605888801751e-28,2.79469015572232e-27,"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase"
"EC:2.7.1.15",621.995356781886,-0.509742846857065,0.0782808543816886,-6.51171797859559,7.4296113358725e-11,3.31679077494308e-10,"Ribokinase"
"EC:2.7.1.156",119.320126577991,-3.97020788431628,0.599551797932255,-6.62195976729418,3.54467545981926e-11,1.63098564102113e-10,"Adenosylcobinamide kinase"
"EC:2.7.1.16",9.23029552939901,-4.27057692819999,1.15415322959303,-3.70018193312673,0.000215444955760678,0.000543138543934482,"Ribulokinase"
"EC:2.7.1.168",262.200469605923,3.65166858419417,0.201086191889782,18.1597182276727,1.0757539978135e-73,4.36116485600067e-72,"D-glycero-alpha-D-manno-heptose-7-phosphate kinase"
"EC:2.7.1.2",730.329996198961,-0.777913522538218,0.139208978868729,-5.5880987624496,2.29569079047927e-08,8.46077686908823e-08,"Glucokinase"
"EC:2.7.1.21",367.856337238293,1.04383657563147,0.261771097455347,3.98759292289527,6.67470643054117e-05,0.000175650169224768,"Thymidine kinase"
"EC:2.7.1.25",99.1690114512439,-2.4413282323762,0.495686344200182,-4.92514724470657,8.42968532858459e-07,2.67892542221968e-06,"Adenylyl-sulfate kinase"
"EC:2.7.1.29",251.051754628286,5.55364579896613,0.370738351338487,14.9799603383778,9.92762659338004e-51,1.83844936914445e-49,"Glycerone kinase"
"EC:2.7.1.36",251.347802744759,5.46495220237964,0.350150028540868,15.6074589659552,6.47655172127399e-55,1.33079829889192e-53,"Mevalonate kinase"
"EC:2.7.1.39",286.588824695548,2.72092059073787,0.239413569482903,11.3649389072417,6.25081825083521e-30,6.69730526875201e-29,"Homoserine kinase"
"EC:2.7.1.4",696.132653565002,-0.701166829983945,0.1437446330979,-4.87786441046741,1.07240599348126e-06,3.35826511528578e-06,"Fructokinase"
"EC:2.7.1.48",585.245338423175,-0.374124614535436,0.117911126777352,-3.1729373194939,0.00150905100077559,0.00349317361290647,"Uridine kinase"
"EC:2.7.1.5",306.191492551695,-3.31585145167608,0.216837541317831,-15.2918698096463,8.66268321252253e-53,1.62425310234797e-51,"Rhamnulokinase"
"EC:2.7.1.50",355.232005076532,1.00192227380172,0.230542447418719,4.34593405691575,1.38684232053087e-05,3.85948697735864e-05,"Hydroxyethylthiazole kinase"
"EC:2.7.1.51",69.8487839633285,-4.74220401753187,0.656696448717921,-7.22130297307096,5.14917863382408e-13,2.71963660237187e-12,"L-fuculokinase"
"EC:2.7.1.56",374.337920891283,0.839942001497017,0.217708323843107,3.85810696931518,0.000114268638313988,0.000295522340467211,"1-phosphofructokinase"
"EC:2.7.1.66",249.987728444602,5.45705130162976,0.352420576396405,15.4844854901197,4.4158112999176e-54,8.83162259983519e-53,"Undecaprenol kinase"
"EC:2.7.1.69",2434.20758536509,1.95206174164018,0.185807045875237,10.5058542448973,8.11844078432909e-26,7.51707480030471e-25,"Protein-N(pi)-phosphohistidine--sugar phosphotransferase"
"EC:2.7.1.71",586.738673834071,-0.4249336384263,0.126064166001049,-3.37077261450146,0.000749577001557172,0.00179039092728624,"Shikimate kinase"
"EC:2.7.1.83",16.50844756914,-6.64945810083872,1.23487148181549,-5.38473695340568,7.25506703515326e-08,2.55460106871594e-07,"Pseudouridine kinase"
"EC:2.7.1.90",98.8971522200861,-2.96545871213897,0.411974071862226,-7.19816831854091,6.10267832568346e-13,3.20070541556825e-12,"Diphosphate--fructose-6-phosphate 1-phosphotransferase"
"EC:2.7.1.95",245.531242791249,11.8570983154389,0.925047311694751,12.8178290618627,1.30297806313585e-37,1.79308907770988e-36,"Kanamycin kinase"
"EC:2.7.11.1",1040.56368948482,-1.39131286458681,0.0716309980070137,-19.4233349150123,4.90021148258869e-84,2.53459214616656e-82,"Non-specific serine/threonine protein kinase"
"EC:2.7.13.3",2596.5568810896,-0.598863572719746,0.114219963584816,-5.24307269871479,1.57924278619616e-07,5.40836570615124e-07,"Histidine kinase"
"EC:2.7.14.1",18.5633686385212,-4.27944826021332,0.75773628638273,-5.64767497230796,1.62632279710095e-08,6.06836864589906e-08,"Protein arginine kinase"
"EC:2.7.2.1",768.578200225525,0.765916886001141,0.0765995414426012,9.99897481860346,1.5398284678363e-23,1.31235380781503e-22,"Acetate kinase"
"EC:2.7.2.2",925.196877256352,1.81334426064365,0.334184335864939,5.42617970393596,5.75729957171119e-08,2.05129438422014e-07,"Carbamate kinase"
"EC:2.7.2.4",763.178417406706,-0.851191561467527,0.119560406697456,-7.11934314192693,1.08442622516853e-12,5.62850981921382e-12,"Aspartate kinase"
"EC:2.7.2.7",115.442979080011,-3.03911497314244,0.356403137235684,-8.52718356161025,1.49953820947263e-17,9.69529014745236e-17,"Butyrate kinase"
"EC:2.7.3.9",395.548879574778,0.645038938074394,0.196697675446242,3.27934194753961,0.00104049475385151,0.00243588304239631,"Phosphoenolpyruvate--protein phosphotransferase"
"EC:2.7.4.1",318.774894733406,-3.12080630991426,0.2986630799168,-10.4492537570551,1.47682654399961e-25,1.33448181686712e-24,"Polyphosphate kinase"
"EC:2.7.4.14",641.774040789473,-0.643947164127422,0.129968004822408,-4.95465914866764,7.24571908957555e-07,2.30755385018329e-06,"UMP/CMP kinase"
"EC:2.7.4.16",113.669662112469,-2.43152123378199,0.495909124056629,-4.9031588971215,9.43076367130411e-07,2.9781358962013e-06,"Thiamine-phosphate kinase"
"EC:2.7.4.2",249.806885329187,5.4559885114899,0.352440760441594,15.4805831897927,4.69200061017568e-54,9.02307809649168e-53,"Phosphomevalonate kinase"
"EC:2.7.4.6",107.793919472393,-2.37003157550273,0.515875496253219,-4.5941929646129,4.34427244917243e-06,1.26286989801524e-05,"Nucleoside-diphosphate kinase"
"EC:2.7.4.9",278.594333094337,2.96525956278722,0.235512594282803,12.5906623882142,2.37670531129575e-36,2.9221786614292e-35,"dTMP kinase"
"EC:2.7.6.1",840.486095017956,0.461700195989943,0.109333293986466,4.22286916597516,2.4121185461411e-05,6.61458467863189e-05,"Ribose-phosphate diphosphokinase"
"EC:2.7.6.3",276.596881619125,-2.87637650898847,0.358210623890893,-8.02984701499133,9.75942862968686e-16,5.83232786634673e-15,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"EC:2.7.6.5",1341.17431290911,0.25241118559649,0.072289501604341,3.49167140448694,0.000480008371676943,0.001157576459028,"GTP diphosphokinase"
"EC:2.7.7.1",48.2145150230196,-4.30462092132574,0.884137021511234,-4.86872601937645,1.12320006145619e-06,3.50270289435401e-06,"Nicotinamide-nucleotide adenylyltransferase"
"EC:2.7.7.12",374.602620117291,0.776375153935898,0.216167789369256,3.59153949902175,0.000328730340773182,0.000804397244958848,"UDP-glucose--hexose-1-phosphate uridylyltransferase"
"EC:2.7.7.13",231.634853970022,-2.57458111409058,0.464108676119633,-5.54736691331953,2.90003748487606e-08,1.06098932373514e-07,"Mannose-1-phosphate guanylyltransferase"
"EC:2.7.7.18",734.325756203988,0.986132381740262,0.068563470269488,14.3827664770216,6.63868906401754e-47,1.09428940615674e-45,"Nicotinate-nucleotide adenylyltransferase"
"EC:2.7.7.19",109.647697268517,-2.5217445367367,0.468960817241086,-5.37730327145925,7.56097562130027e-08,2.6560804290282e-07,"Polynucleotide adenylyltransferase"
"EC:2.7.7.23",291.620846110523,2.45159737169966,0.207955854797883,11.7890278880699,4.44643623027003e-32,5.01477770331206e-31,"UDP-N-acetylglucosamine diphosphorylase"
